product_id,product_category_id,product_name,product_price,product_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_image_path
PRO123,CAT010,Liquid soap,296.0,158,750.0,12.0,18.0,12.0,https://rukminim1.flixcart.com/image/612/612/kawtvgw0/hand-wash-sanitizer/s/h/t/800-bodyguard-liquid-hand-wash-100-ml-per-bottle-pack-of-8-original-imafsdyqrpkfpxx7.jpeg?q=70
PRO124,CAT010,Trash can,2202.0,184,1500.0,40.0,80.0,40.0,https://rukminim1.flixcart.com/image/612/612/ki96c280-0/dustbin/n/j/l/vti219-v-t-i-original-imafy3ytgrjzdtet.jpeg?q=70
PRO125,CAT010,Broom,150.0,103,150.0,120.0,3.0,3.0,https://rukminim1.flixcart.com/image/612/612/kfr5le80/broom-brush/7/u/t/g129xl-gala-original-imafw4gypqfuuzf8.jpeg?q=70
PRO126,CAT010,Squeegee mop,169.0,226,150.0,120.0,3.0,3.0,https://rukminim1.flixcart.com/image/612/612/kpft18w0/mop-cleaning-wipe/t/l/c/mop007-scotch-brite-original-imag3z2rutnu7bkg.jpeg?q=70
PRO127,CAT010,Bucket,129.0,164,200.0,35.0,65.0,45.0,https://rukminim1.flixcart.com/image/612/612/kobspe80/bucket/j/i/a/18-cane-brown-bucket-mug-galoof-original-imag2swfeh7zhhas.jpeg?q=70
PRO128,CAT010,Laundry basket,145.0,147,200.0,35.0,65.0,45.0,https://rukminim1.flixcart.com/image/612/612/kij6f0w0/laundry-basket/5/n/k/laundry-bag-45-l-3-color-unicrafts-original-imafyaxuptxnygnc.jpeg?q=70
PRO129,CAT010,Bleach - Lemon,45.0,161,650.0,12.0,24.0,12.0,https://rukminim1.flixcart.com/image/612/612/jhs0o7k0/combo-kit/a/f/z/sweet-lemon-butter-cream-100gm-oxylife-cr-me-bleach-natural-original-imaf5q8fshjke8yc.jpeg?q=70
PRO130,CAT010,Sponge,60.0,176,10.0,4.0,5.0,5.0,https://rukminim1.flixcart.com/image/612/612/ki6bgcw0-0/puff-sponge/5/a/l/makeup-sponge-puff-pack-soft-185-bella-hararo-original-imafyynfxahu3mna.jpeg?q=70
PRO131,CAT010,LPG Hose Pipe,199.0,111,300.0,110.0,3.0,3.0,https://rukminim1.flixcart.com/image/612/612/js6e1e80/hose-pipe/5/g/k/steel-wire-reinforced-butterfly-original-imaf24zffxzzb6p3.jpeg?q=70
PRO132,CAT011,Gillete,355.0,220,,12.0,,,https://rukminim1.flixcart.com/image/612/612/shaving-cartridge/w/j/z/10-gillette-sensor-excel-10-cartridge-original-imaemuzv5chkvrec.jpeg?q=70
PRO133,CAT011,ColgateToothpaste,154.0,182,250.0,18.0,7.0,7.0,https://rukminim1.flixcart.com/image/612/612/knqd3m80/toothpaste/1/z/t/600-maxfresh-toothpaste-spicy-fresh-red-gel-paste-with-menthol-original-imag2ckhxtyaaz5j.jpeg?q=70
PRO134,CAT011,Hand Sanitize,140.0,185,500.0,13.0,18.0,12.0,https://rukminim1.flixcart.com/image/612/612/kp5sya80/hand-wash-sanitizer/i/k/v/5-lemon-80-liquid-sanitizer-based-kills-germs-viruses-without-original-imag3ggdj9rkqxxk.jpeg?q=70
PRO135,CAT011,Himalaya Pure Hands,135.0,210,450.0,13.0,18.0,12.0,https://rukminim1.flixcart.com/image/612/612/kj7gwi80-0/hand-wash-sanitizer/u/y/v/purehands-orange-bottle-himalaya-original-imafytqnwzdagzmh.jpeg?q=70
PRO136,CAT011,colognes,175.0,146,650.0,8.0,16.0,4.0,https://rukminim1.flixcart.com/image/612/612/kpmy8i80/perfume/o/m/z/beaute-eau-de-cologne-enchanteur-women-original-imag3tmmszx84fxs.jpeg?q=70
PRO137,CAT011,cotton swabs,126.0,141,20.0,6.0,,,https://rukminim1.flixcart.com/image/612/612/jyj0how0/cotton-ball-pad-bud/y/x/e/800-premium-cotton-buds-800-penguine-original-imafgdbrhugmepep.jpeg?q=70
PRO138,CAT011,hand soap,66.0,264,250.0,13.0,15.0,12.0,https://rukminim1.flixcart.com/image/612/612/jyj0how0/cotton-ball-pad-bud/y/x/e/800-premium-cotton-buds-800-penguine-original-imafgdbrhugmepep.jpeg?q=70
PRO139,CAT011,facial cleanser,143.0,177,250.0,13.0,4.0,12.0,https://rukminim1.flixcart.com/image/612/612/kolsscw0/face-wash/w/i/o/325-gold-kesar-facial-cleanser-pack-of-5-nutriglow-original-imag3yzwbgtxtakx.jpeg?q=70
PRO140,CAT011,body wash,166.0,218,275.0,13.0,15.0,12.0,https://rukminim1.flixcart.com/image/612/612/kpft18w0/body-wash/o/3/8/500-body-wash-neem-oil-aloe-vera-shower-crme-500ml-pump-vivel-original-imag3zfsbxctzz9d.jpeg?q=70
PRO141,CAT011,shaving cream,168.0,241,150.0,13.0,4.0,12.0,https://rukminim1.flixcart.com/image/612/612/j3xbzww0/shaving-cream/r/7/t/30-lime-shave-cream-gillette-original-imaeuyybn8jzxjyg.jpeg?q=70
PRO142,CAT011,baby powder,168.0,155,100.0,13.0,15.0,12.0,https://rukminim1.flixcart.com/image/612/612/k6jnfrk0/talc/b/g/h/700-khus-khus-baby-powder-himalaya-original-imafzzecfpvbx3sp.jpeg?q=70
PRO143,CAT011,eye liner,68.0,240,,16.0,3.0,3.0,https://rukminim1.flixcart.com/image/612/612/jzygccw0/eye-liner/b/x/b/7-pack-of-2-swiss-beauty-original-imafjzmcxkh7rf9c.jpeg?q=70
PRO144,CAT011,deodorant,188.0,256,150.0,13.0,4.0,6.0,https://rukminim1.flixcart.com/image/612/612/kkec4280/deodorant/b/2/j/450-men-deodorant-combo-fresh-active-fresh-ocean-protect-care-original-imafzr5j9mawgrtj.jpeg?q=70
PRO145,CAT011,lip gloss,145.0,239,4.0,11.0,,5.0,https://rukminim1.flixcart.com/image/612/612/kjem3rk0-0/lip-gloss/a/y/p/45-wow-peel-off-lip-gloss-candy-shop-original-imafyz87aqc6cfzr.jpeg?q=70
PRO146,CAT011,lipstick,295.0,191,45.0,13.0,4.0,6.0,https://rukminim1.flixcart.com/image/612/612/kh0vonk0/lipstick/u/x/w/3-6-9to5-primer-matte-lip-color-mp6-lakme-original-imafx4pzddhuwabt.jpeg?q=70
PRO147,CAT012,Pampers,786.0,104,,25.0,7.0,15.0,https://rukminim1.flixcart.com/image/612/612/kg9qbgw0/diaper/q/g/h/diaper-pants-lotion-with-aloe-vera-s-56-pampers-original-imafwjmhyguuzgf6.jpeg?q=70
PRO148,CAT012,Mamaearth,1047.0,104,500.0,8.0,12.0,,https://rukminim1.flixcart.com/image/612/612/kjswia80/face-wash/g/c/e/ubtan-natural-face-wash-for-dry-skin-with-turmeric-saffron-for-original-imafzabg3vzk2nkw.jpeg?q=70
PRO149,CAT012,Sebamed,829.0,113,450.0,8.0,14.0,,https://rukminim1.flixcart.com/image/612/612/ko7idu80/soap/d/e/y/1-100-kids-cleansing-bar-for-delicate-skin-pack-of-1-100g-original-imag2pvntvqadavg.jpeg?q=70
PRO150,CAT012,Pigeon,342.0,258,250.0,,,,https://rukminim1.flixcart.com/image/612/612/kfzq8i80/chopper/n/2/q/jk650grychp-flipkart-smartbuy-original-imafwb4kkrh553gn.jpeg?q=70
PRO151,CAT012,Baby Cot,2498.0,183,3500.0,120.0,80.0,60.0,https://rukminim1.flixcart.com/image/612/612/k59xci80/crib-cradle/z/5/d/crib-cradle-and-stroller-pink-01-cradle-avani-metrobuzz-original-imafbhfsxhzups6z.jpeg?q=70
PRO152,CAT012,Mee Mee,842.0,146,50.0,,,,https://rukminim1.flixcart.com/image/612/612/kkimfm80/wipe/n/v/x/anti-bacterial-caring-baby-wet-wipes-with-aloe-vera-72-pcs-x-5-original-imafzubkfyxvwm2g.jpeg?q=70
PRO153,CAT012,Johnson & Johnson ,2650.0,244,,8.0,14.0,6.0,https://rukminim1.flixcart.com/image/612/612/jve4pe80/shampoo/9/f/q/500-baby-no-more-tears-shampoo-500-ml-johnson-s-original-imaf6uf4gtswfu8k.jpeg?q=70
PRO154,CAT012,Chicco,430.0,137,500.0,8.0,14.0,6.0,https://rukminim1.flixcart.com/image/612/612/kdlzte80/shampoo/s/n/5/200-shampoo-200-ml-chicco-original-imaf6e4vexmvg3th.jpeg?q=70
PRO155,CAT012,Biotique,787.0,130,,8.0,14.0,6.0,https://rukminim1.flixcart.com/image/612/612/k20r8nk0/shampoo/p/h/w/650-bio-kelp-protein-shampoo-for-falling-hair-650-ml-biotique-original-imafhgnwuudgwqnz.jpeg?q=70
PRO156,CAT003,Granola 100% Natural California Almonds,347.0,151,500.0,12.0,19.0,8.0,https://rukminim1.flixcart.com/image/612/612/kd7pevk0/nut-dry-fruit/x/q/y/250-100-natural-pouch-granola-original-imafu63xprngbxum.jpeg?q=70
PRO157,CAT003,Neu.Farm Almonds/Badam 1kg - Californian - Premium Qual...,800.0,144,1200.0,12.0,19.0,8.0,https://rukminim1.flixcart.com/image/612/612/kjiwfbk0-0/nut-dry-fruit/b/y/m/1-almonds-badam-californian-premium-quality-100-natural-pouch-original-imafz2hh7exrgqmy.jpeg?q=70
PRO158,CAT003,Nutraj Gold Walnut Kernels (Akhrot Giri) Walnuts,382.0,101,250.0,12.0,19.0,8.0,https://rukminim1.flixcart.com/image/612/612/kn0n6a80/nut-dry-fruit/b/d/h/500-gold-walnut-kernels-akhort-giri-box-nutraj-original-imagfsjyg4cr9wd3.jpeg?q=70
PRO159,CAT003,Eighty7 cashew 250gm Cashews,299.0,251,250.0,12.0,19.0,8.0,https://rukminim1.flixcart.com/image/612/612/kod858w0/nut-dry-fruit/z/g/u/250-cashew-250gm-pouch-eighty7-original-imag2u52uczjdknk.jpeg?q=70
PRO160,CAT003,Nutraj Raisins (Kishmish) Raisins,220.0,105,500.0,12.0,19.0,8.0,https://rukminim1.flixcart.com/image/612/612/jyq5oy80/nut-dry-fruit/9/q/7/1-special-round-raisin-1-kg-500-g-x-2-pouch-nutraj-original-imafafgygp7cn8nf.jpeg?q=70
PRO161,CAT003,Naturoz Popular California Almonds,286.0,208,1000.0,12.0,19.0,8.0,https://rukminim1.flixcart.com/image/612/612/kl175ow0/nut-dry-fruit/l/h/z/popular-california-pouch-naturoz-original-imagy8hr2fypzcht.jpeg?q=70
PRO162,CAT003,Happilo 100% Natural California Almonds,670.0,254,200.0,12.0,19.0,8.0,https://rukminim1.flixcart.com/image/612/612/kgcl7680/nut-dry-fruit/p/z/7/200-100-natural-california-pouch-happilo-original-imafwhmwatzfkfbq.jpeg?q=70
PRO163,CAT003,WONDERLAND California Almonds,819.0,233,1000.0,12.0,19.0,8.0,https://rukminim1.flixcart.com/image/612/612/jxw5g280/nut-dry-fruit/w/r/g/500-foods-premium-raw-california-plastic-bottle-wonderland-original-imafgy3equ7byrjd.jpeg?q=70
PRO164,CAT003,Happilo Premium Afghani Seedless Black Raisins,268.0,229,250.0,12.0,19.0,8.0,https://rukminim1.flixcart.com/image/612/612/kgcl7680/nut-dry-fruit/k/w/b/250-premium-afghani-seedless-black-pouch-happilo-original-imafwhmveksbtdgu.jpeg?q=70
PRO165,CAT003,Happilo 100% Natural Premium Whole Nuts Cashews,180.0,215,200.0,12.0,19.0,8.0,https://rukminim1.flixcart.com/image/612/612/khwbde80-0/nut-dry-fruit/n/q/y/250-100-natural-premium-whole-nuts-w240-box-uniara-original-imafxsyss9pwzmyz.jpeg?q=70
PRO166,CAT003,Flipkart Supermart Select W320 Whole Cashews,237.0,214,200.0,12.0,19.0,8.0,https://rukminim1.flixcart.com/image/612/612/k6jnfrk0/nut-dry-fruit/9/7/t/200-w320-whole-pouch-flipkart-supermart-select-original-imafzzg3pfjz8upf.jpeg?q=70
PRO167,CAT003,"Healthy FEAST Roasted & Salted Pistachios, Premium Pist...",578.0,226,500.0,12.0,19.0,8.0,https://rukminim1.flixcart.com/image/612/612/kiow6fk0-0/nut-dry-fruit/c/k/3/500-roasted-salted-pistachios-premium-pista-dry-fruits-and-nuts-original-imafyfksg8ahjhad.jpeg?q=70
PRO168,CAT003,Tulsi California Roasted Jumbo Nuts Lightly Salted Pist...,303.0,203,200.0,12.0,19.0,8.0,https://rukminim1.flixcart.com/image/612/612/k6jnfrk0/nut-dry-fruit/5/g/c/200-california-roasted-salted-pouch-tulsi-original-imafnuefqpwhf2we.jpeg?q=70
PRO169,CAT003,DiSano Premium Raisins Raisins,119.0,124,250.0,12.0,19.0,8.0,https://rukminim1.flixcart.com/image/612/612/kfvfwy80/nut-dry-fruit/7/y/j/250-premium-raisins-250g-pouch-disano-original-imafw8p7gewrhzyt.jpeg?q=70
PRO170,CAT003,Tulsi California Premium Almonds,693.0,127,200.0,12.0,19.0,8.0,https://rukminim1.flixcart.com/image/612/612/k6jnfrk0/nut-dry-fruit/p/w/g/200-california-premium-pouch-tulsi-original-imafk7fhpmzggud4.jpeg?q=70
PRO171,CAT003,Nutraj Recipe Ready Walnut Kernels (Akhort Giri) Walnut...,369.0,251,250.0,12.0,19.0,8.0,https://rukminim1.flixcart.com/image/612/612/kn0n6a80/nut-dry-fruit/b/d/h/500-gold-walnut-kernels-akhort-giri-box-nutraj-original-imagfsjyg4cr9wd3.jpeg?q=70
PRO172,CAT003,Happilo Premium Seedless Green Raisins,181.0,232,250.0,12.0,19.0,8.0,https://rukminim1.flixcart.com/image/612/612/kgcl7680/nut-dry-fruit/g/p/a/250-premium-seedless-green-pouch-happilo-original-imafwhmvjn75p9kt.jpeg?q=70
PRO173,CAT003,Neu.Farm Almonds/Badam - Californian - Premium Quality ...,380.0,202,1000.0,12.0,19.0,8.0,https://rukminim1.flixcart.com/image/612/612/kjiwfbk0-0/nut-dry-fruit/b/y/m/1-almonds-badam-californian-premium-quality-100-natural-pouch-original-imafz2hh7exrgqmy.jpeg?q=70
PRO174,CAT003,Nutraj California Roasted & Salted Pistachios,430.0,186,250.0,12.0,19.0,8.0,https://rukminim1.flixcart.com/image/612/612/kk4c13k0/nut-dry-fruit/z/d/s/400-california-roasted-salted-pouch-nutraj-original-imafzj7hkrhnjyxj.jpeg?q=70
PRO175,CAT003,Nutraj Daily Needs Combo 250gm Each (Pack of 4) Pistach...,994.0,100,1000.0,12.0,19.0,8.0,https://rukminim1.flixcart.com/image/612/612/jhql8cw0/nut-dry-fruit/z/q/u/1000-daily-needs-combo-250gm-each-pack-of-4-pouch-nutraj-original-imaf5zpu25qhr5ge.jpeg?q=70
PRO176,CAT003,Tulsi California Premium Almonds,415.0,247,500.0,12.0,19.0,8.0,https://rukminim1.flixcart.com/image/612/612/k6jnfrk0/nut-dry-fruit/p/w/g/200-california-premium-pouch-tulsi-original-imafk7fhpmzggud4.jpeg?q=70
PRO177,CAT003,Tulsi California Almonds,705.0,171,1000.0,12.0,19.0,8.0,https://rukminim1.flixcart.com/image/612/612/k6jnfrk0/nut-dry-fruit/p/w/g/200-california-premium-pouch-tulsi-original-imafk7fhpmzggud4.jpeg?q=70
PRO178,CAT003,Tulsi California Rozana Almonds,199.0,261,1000.0,12.0,19.0,8.0,https://rukminim1.flixcart.com/image/612/612/k6jnfrk0/nut-dry-fruit/5/x/n/1-california-rozana-pouch-tulsi-original-imafkdmcfxqnhq4b.jpeg?q=70
PRO179,CAT003,"Pramix Seedless Dates | Khajoor, 1kg Dates",418.0,232,1000.0,12.0,19.0,8.0,https://rukminim1.flixcart.com/image/612/612/kl9rssw0/nut-dry-fruit/w/v/b/1-seedless-dates-khajoor-1kg-vacuum-pack-pramix-original-imagyfs4srhefjgc.jpeg?q=70
PRO180,CAT003,Manna Dried Figs | Premium Anjeer / Jumbo/ Seedless (18...,762.0,156,360.0,12.0,19.0,8.0,https://rukminim1.flixcart.com/image/612/612/kkprmvk0/nut-dry-fruit/k/e/l/dried-aegean-box-manna-original-imafzzrnyzhfcyvf.jpeg?q=70
PRO181,CAT003,Flipkart Supermart Select Californian Almonds,755.0,148,200.0,12.0,19.0,8.0,https://rukminim1.flixcart.com/image/612/612/k7jdg280/nut-dry-fruit/u/a/y/100-extra-bold-californian-pouch-flipkart-supermart-select-original-imafpr5zjj4scqmy.jpeg?q=70
PRO182,CAT003,Scorist California 1kg Almonds,497.0,159,1000.0,12.0,19.0,8.0,https://rukminim1.flixcart.com/image/612/612/kd1zngw0/nut-dry-fruit/m/w/a/900-california-900g-pouch-scorist-original-imafufnxnhvjzdfc.jpeg?q=70
PRO183,CAT003,WONDERLAND Foods Premium Dry Fruits Combo Pack of 4 - 5...,1999.0,113,1500.0,12.0,19.0,8.0,https://rukminim1.flixcart.com/image/612/612/kj0bp8w0-0/nut-dry-fruit/m/c/b/400-foods-dry-fruits-combo-pack-in-food-grade-reusable-jars-original-imafyz9vpqchqpvu.jpeg?q=70
PRO184,CAT003,WONDERLAND Foods Premium Raw California Almonds,699.0,214,500.0,12.0,19.0,8.0,https://rukminim1.flixcart.com/image/612/612/kigbjbk0/nut-dry-fruit/h/f/7/500-popular-california-almonds-pouch-farmley-original-imafy8zyakdjmh39.jpeg?q=70
PRO185,CAT003,WONDERLAND Foods Roasted and Salted Jumbo Size Pistachi...,188.0,122,500.0,12.0,19.0,8.0,https://rukminim1.flixcart.com/image/612/612/k4a7c7k0/nut-dry-fruit/p/7/w/500-foods-roasted-and-salted-jumbo-size-plastic-bottle-original-imafn7ey8wqmmjzv.jpeg?q=70
PRO186,CAT003,Granola 100% Natural Long Raisins,392.0,121,500.0,12.0,19.0,8.0,https://rukminim1.flixcart.com/image/612/612/kdeum4w0/nut-dry-fruit/g/q/t/500-100-natural-pouch-granola-original-imafubkehwytdbn5.jpeg?q=70
PRO187,CAT003,Eighty7 Cashews Cashews,529.0,255,500.0,12.0,19.0,8.0,https://rukminim1.flixcart.com/image/612/612/kod858w0/nut-dry-fruit/z/g/u/250-cashew-250gm-pouch-eighty7-original-imag2u52uczjdknk.jpeg?q=70
PRO188,CAT003,Happilo Premium International Queen Kalmi Dates,299.0,120,400.0,12.0,19.0,8.0,https://rukminim1.flixcart.com/image/612/612/kgcl7680/nut-dry-fruit/k/w/b/250-premium-afghani-seedless-black-pouch-happilo-original-imafwhmveksbtdgu.jpeg?q=70
PRO189,CAT003,Eighty7 Raisins Kishmish (250g + 250g) - Pack of 2 Rais...,215.0,261,500.0,12.0,19.0,8.0,https://rukminim1.flixcart.com/image/612/612/jqb8ccw0/nut-dry-fruit/h/4/w/500-raisins-kishmish-250g-250g-pack-of-2-pouch-eighty7-original-imafcd7cgjrhyh4h.jpeg?q=70
PRO190,CAT003,Nutty Gritties Prunes 200g Prunes,292.0,164,200.0,12.0,19.0,8.0,https://rukminim1.flixcart.com/image/612/612/k3q76a80/nut-dry-fruit/e/w/9/200-prunes-200g-pouch-nutty-gritties-original-imafmrhfg4hc52gs.jpeg?q=70
PRO191,CAT003,"Anand Golden Raisin - Export Quality, Healthy and Genui...",160.0,158,200.0,12.0,19.0,8.0,https://rukminim1.flixcart.com/image/612/612/kfoapow0/nut-dry-fruit/g/s/m/200-raisins-tin-anand-original-imafw32k5mpvwd5c.jpeg?q=70
PRO192,CAT003,Neu.Farm Almonds/Badam - Californian - Premium Quality ...,229.0,146,500.0,12.0,19.0,8.0,https://rukminim1.flixcart.com/image/612/612/kjiwfbk0-0/nut-dry-fruit/b/y/m/1-almonds-badam-californian-premium-quality-100-natural-pouch-original-imafz2hh7exrgqmy.jpeg?q=70
PRO193,CAT003,DiSano Whole Cashew Nuts Cashews,396.0,261,200.0,12.0,19.0,8.0,https://rukminim1.flixcart.com/image/612/612/keg02a80/nut-dry-fruit/p/c/a/1-popular-whole-pouch-naturoz-original-imafv3sazcwegrkn.jpeg?q=70
PRO194,CAT003,Happilo Premium Dried Afghani Figs,184.0,204,200.0,12.0,19.0,8.0,https://rukminim1.flixcart.com/image/612/612/kgcl7680/nut-dry-fruit/e/g/s/200-premium-dried-afghani-pouch-happilo-original-imafwhm9nag5v8zz.jpeg?q=70
PRO195,CAT003,Minimal Pistachio Kernels/Without Shell Plain Pistachio...,298.0,146,100.0,12.0,19.0,8.0,https://rukminim1.flixcart.com/image/612/612/jz30nm80/nut-dry-fruit/y/g/b/400-plain-pistachios-kernel-unsalted-without-shell-premium-pouch-original-imafj5ejvahszzjd.jpeg?q=70
PRO196,CAT013,good grains Assorted Ready to Fry Gold Finger Fryums Cr...,179.0,188,,12.0,19.0,8.0,https://rukminim1.flixcart.com/image/612/612/kk8mcnk0/fryum-papad/2/q/q/200-finger-papad-snacks-fryums-fryums-fairmart-original-imafzny3gzjtp6z7.jpeg?q=70
PRO197,CAT013,Haldiram's Futurelife High Protein Vanilla 500g Veg Piz...,405.0,233,500.0,12.0,19.0,8.0,https://rukminim1.flixcart.com/image/612/612/kgzg8sw0/milk-drink-mix/k/x/2/250-vanilla-delight-tin-protinex-original-imafx3z3xr7yzhjk.jpeg?q=70
PRO198,CAT013,"Quakerz Shammi Kebab Instant Mix, 400g Veg Cutlets",342.0,130,400.0,11.0,20.0,10.0,https://rukminim1.flixcart.com/image/612/612/ke7ff680/ready-cook-snack/8/7/f/250-assorted-ready-to-fry-gold-finger-fryums-crunchy-papad-250g-original-imafuy6mm45dqatn.jpeg?q=70
PRO199,CAT013,Eat Soya Soya Nuts Salted 200Gm (Pack of 5) Veg Nuggets,470.0,112,200.0,13.0,18.0,9.0,https://rukminim1.flixcart.com/image/612/612/k6ci8i80/ready-cook-snack/j/4/k/1-roasted-soya-salted-200gm-combo-pack-of-5-eat-soya-original-imafztzmyuygczfp.jpeg?q=70
PRO200,CAT013,Eat Soya Roasted Soya Salted 200gm Combo (Pack Of 5) Ve...,449.0,207,200.0,12.0,19.0,8.0,https://rukminim1.flixcart.com/image/612/612/k6ci8i80/ready-cook-snack/k/x/y/1-soya-nuts-masala-200gm-pack-of-5-eat-soya-original-imafztzmzqdqaqnn.jpeg?q=70
PRO201,CAT013,Eat Soya Soya Nuts Masala 200gm (Pack of 4) Veg Nuggets,349.0,217,200.0,12.0,19.0,8.0,https://rukminim1.flixcart.com/image/612/612/kazor680/fmcg-combo/u/h/d/premium-quality-garam-masala-100g-and-soya-chunks-250g-combo-original-imafsf429rgae6bq.jpeg?q=70
PRO202,CAT013,Eat Soya Soya Nuts Masala 200gm (Pack of 5) Veg Nuggets,449.0,178,200.0,12.0,19.0,8.0,https://rukminim1.flixcart.com/image/612/612/kazor680/fmcg-combo/u/h/d/premium-quality-garam-masala-100g-and-soya-chunks-250g-combo-original-imafsf429rgae6bq.jpeg?q=70
PRO203,CAT013,Eat Soya Soya Nuts Salted 200Gm (Pack of 4) Veg Nuggets,370.0,233,200.0,12.0,19.0,8.0,
PRO204,CAT013,Eat Soya Roasted Soya Salted 200gm Combo (Pack Of 3) Ve...,279.0,199,200.0,11.0,20.0,10.0,
PRO205,CAT013,Eat Soya Soya Nuts Masala 200gm (Pack of 3) Veg Nuggets,280.0,255,200.0,13.0,18.0,9.0,
PRO206,CAT013,Eat Soya Roasted Soya Salted 200gm Combo (Pack Of 4) Ve...,349.0,262,200.0,12.0,19.0,8.0,
PRO207,CAT013,"Quakerz Cheeze Balls Instant Mix, 400g Veg Cheese Finge...",342.0,238,400.0,12.0,19.0,8.0,
PRO208,CAT013,Eat Soya Soya Nuts Salted Combo (Pack of 2) Veg Nuggets,200.0,101,200.0,12.0,19.0,8.0,
PRO209,CAT013,"Quakerz Falafal Instant Mix, 400g Veg Cutlets",342.0,189,400.0,12.0,19.0,8.0,
PRO210,CAT013,"Quakerz Veg Cutlet Instant Mix, 400g Veg Cutlets",342.0,130,400.0,11.0,20.0,10.0,
PRO211,CAT013,Eat Soya Soya Nuts Masala 200gm (Pack of 2) Veg Nuggets,200.0,182,200.0,13.0,18.0,9.0,
PRO212,CAT013,Nongshim Shrimp Crackers - Hot & Spicy (75g) - Pack of ...,539.0,123,75.0,12.0,19.0,8.0,
PRO213,CAT013,Nongshim Shim Shrimp Crackers - Hot & Spicy (75g) - Pac...,765.0,205,75.0,12.0,19.0,8.0,
PRO214,CAT013,good dot Proteiz 200g x 2 Veg Cheese Fingers,155.0,197,400.0,12.0,19.0,8.0,
PRO215,CAT013,Hungry Jack Buttermilk Pancake & Waffle Mix 907g Veg Cu...,1049.0,139,907.0,12.0,19.0,8.0,
PRO216,CAT013,Vezlay Soya Chikka 100 gm (Pack of 2) Veg Cutlets,180.0,256,100.0,11.0,20.0,10.0,
PRO217,CAT013,Vezlay Soya Indi Chop 200 gm (Pack of 4) Veg Cutlets,390.0,127,200.0,13.0,18.0,9.0,
PRO218,CAT013,Vezlay Soya Indi Chop Veg Cutlets,90.0,113,,12.0,19.0,8.0,
PRO219,CAT013,Vezlay Soya Veg Meat 200 gm (Pack of 2) Veg Cutlets,255.0,189,200.0,12.0,19.0,8.0,
PRO220,CAT013,Chokhi Dhani Foods Tasty Pani Puri Ready to Eat Pack Ma...,175.0,102,,,,,
PRO221,CAT014,Tulip Chicken Luncheon Meat 340gm (Halal) Meat,549.0,112,340.0,10.0,8.0,8.0,
PRO222,CAT014,Bluna Chicken Cocktail Sausages in Brine 425g each ( Pa...,720.0,236,425.0,10.0,8.0,8.0,
PRO223,CAT014,"AOV FarmAge ChickenKorma , 250 g",290.0,252,250.0,10.0,8.0,8.0,
PRO224,CAT014,"AOV FarmAge ChickenCurry , 250 g",99.0,239,250.0,10.0,8.0,8.0,
PRO225,CAT014,"AOV FarmAge Mutton Curry , 250 g",189.0,200,250.0,10.0,8.0,8.0,
PRO226,CAT014,"zandi Chicken Luncheon Meat Tin, 320g Meat",652.0,206,320.0,10.0,8.0,8.0,
PRO227,CAT014,"Licious Chicken Curry Cut (Large, 8 to 10 Pieces) , 500...",138.0,171,500.0,10.0,8.0,8.0,
PRO228,CAT014,"Licious Chunky Continental Spread , 0.2 kg",199.0,142,500.0,10.0,8.0,8.0,
PRO229,CAT014,"Licious Afghani Murgh Seekh Kebab , 300 g",249.0,205,300.0,10.0,8.0,8.0,
PRO230,CAT014,"Licious Chicken Curry Cut (Small, 13 to 16 Pieces) , 50...",130.0,102,50.0,10.0,8.0,8.0,
PRO231,CAT014,"Licious Chicken Drumstick , 400 g",201.0,243,400.0,10.0,8.0,8.0,
PRO232,CAT014,"Licious Tender Spring Chicken Curry Cut , 700 g",225.0,263,700.0,10.0,8.0,8.0,
PRO233,CAT014,"Licious Chicken Breast Boneless , 450 g",231.0,262,450.0,10.0,8.0,8.0,
PRO234,CAT014,"Licious Tandoori Chicken , 350 g",109.0,116,350.0,10.0,8.0,8.0,
PRO235,CAT014,"Licious Chicken Lollipop - 10 Pieces , 400 g",335.0,142,400.0,10.0,8.0,8.0,
PRO236,CAT014,"Licious Chicken Leg (Whole) with Thigh , 550 g",249.0,114,550.0,10.0,8.0,8.0,
PRO237,CAT014,"Licious Chicken 65 (Ready to Deep Fry) , 500 g",209.0,159,500.0,10.0,8.0,8.0,
PRO238,CAT014,"Licious Chicken Mince - Keema , 450 g",199.0,227,450.0,10.0,8.0,8.0,
PRO239,CAT014,"Licious Chicken Boneless - Tikka Cut , 450 g",199.0,172,450.0,10.0,8.0,8.0,
PRO240,CAT014,"Licious Chicken Tangdi Kebab , 300 g",165.0,106,,10.0,8.0,8.0,
PRO241,CAT014,Licious Chicken Curry Cut with Skin (Small - 12 to 14 P...,269.0,242,,10.0,8.0,8.0,
PRO242,CAT014,"Licious Breakfast Sausage with Chives , 250 g",249.0,221,250.0,10.0,8.0,8.0,
PRO243,CAT014,"Prasuma Pork Breakfast Bacon , 300 g",139.0,160,300.0,10.0,8.0,8.0,
PRO244,CAT014,"Licious Chicken Thigh (Boneless) , 450 g",299.0,120,450.0,10.0,8.0,8.0,
PRO245,CAT014,"Licious Lamb Mince , 624 g",269.0,105,624.0,10.0,8.0,8.0,
PRO246,CAT014,"Licious Peppery Chicken Salami , 200 g",749.0,149,200.0,10.0,8.0,8.0,
