order_id,payment_value,payment_type,payment_sequential,payment_installments
1688c2ea4929b519cfc4653742e736ec,6165,credit_card,1,1
1689f77aba54add10c301840bd5462de,11455,credit_card,1,2
168a50979a16bb744fe45d11356ebedc,14946,cash,1,1
168bda17add369de7d250129f41c6fb2,3950,cash,1,1
168c0ece9e82b97455bf1a81502af9de,10756,credit_card,1,1
168cd953540aa3251bdfb407cdc4b6d4,22729,cash,1,2
16910be50855e4675b6417d183309ea4,7981,credit_card,1,1
1693d3b069866bbe03167ef59ecb639e,14715,cash,1,1
169702628c1e366110072edf38460701,44353,credit_card,1,3
16979f290362d23a71acd4371ff49295,9496,credit_card,1,1
169ac9ba86ceec1a102f2ac76b405a34,6676,credit_card,1,1
169d7e0fd71d624d306f132acd791cbe,5797,cash,1,1
169dbd59d432dd792647dc89ba948d40,9596,credit_card,1,1
169ec5c8e238376cc87f2984cb173f1e,7377,credit_card,1,1
169f6274660e528484fd239aa7d27097,20797,cash,1,2
16a0100758e7dc53d0b3f271c63f4906,15633,cash,1,2
16a02781e79ebfb2354323d102e53b8a,2963,cash,1,1
16a182d2e328e5f0b3252d367e17bc14,15168,cash,1,2
16a325dc8df44f9cc135ee3ca5afb8e5,13481,cash,1,1
16a50f1f11876372829112e48b471e3e,14678,cash,1,1
16a73b59c868ed5c7152b96b0ebc7693,16689,cash,1,2
16a811fb1fdf869b3b5ab6f91b6f36bb,11340,credit_card,1,2
16a8f7a8bbca3c9cc625c7f5e7b912e8,21555,cash,1,2
16aa7d10b833ccd4307a1159ba08d071,7384,credit_card,1,1
16aaefde5d48ac55cb13be6353f9d415,19792,cash,1,2
16ab8ecb99315867f046f225b832649e,6501,credit_card,1,1
16ad7f24fbb116513e75c705b17e3227,11657,credit_card,1,2
16b0354e89f049afdd965c97e243dac6,18456,cash,1,2
16b0c0cbd2cb8d38451cde11c7692534,15867,cash,1,2
16b14bdbbefd9bb58e110074fca00bc5,29650,credit_card,1,1
16b1bfcd9ef0537ba0b10a84daa61a05,8972,credit_card,1,1
16b1ca4005cd15dce41f3431902ba314,3686,cash,1,1
16b234c91594ce8b1ebcee5e422610f1,21266,cash,1,2
16b2484e5171f8cde29df1cfac3ad7e4,19172,cash,1,2
16b314cf8f0bd14e3675d33324bba17f,3874,cash,1,1
16b4ac6ceeaa0dd48fcff2baebee690f,15304,cash,1,2
16b6123f7077419424bf89af74e2d054,7775,credit_card,1,1
16b7de5d7e5c3c000744a76ea1861471,7049,credit_card,1,1
16b8cfa26ae224399e457bd5aa7918b8,19812,cash,1,2
16ba2d5722aa786a11b9da9de0d31a32,12408,credit_card,1,2
16bcafd500d4d2303b76bb9d95a1c5d0,34889,credit_card,1,1
16bd7305ef0477841c92abb93ddf72c4,17043,cash,1,2
16bdfd2bf4770d0648de769d3fc71cda,7776,credit_card,1,1
16be2f6d4d5feffe91a073ca17ab52ba,25623,cash,1,1
16be5e70ff2ab4fa7caf1f4350750711,8559,credit_card,1,1
16c10f91a6ab2448ed68859ce84a3051,47150,cash_and_credit_card,2,3
16c176e6448f550368cc0078b433b617,12738,credit_card,1,2
16c24987724018f73b746aacfbb5f8e8,30091,credit_card,1,1
16c3ca58f55e1752c30c707a7612b879,4111,cash,1,1
16c4141aba032aee4127e9c20e5df44f,20374,cash,1,2
16c52c86f53dc9687fa8523fb92b7121,25940,cash,1,1
16c54eb283a375b2b1ae9acc7bc80207,4877,cash,1,1
16c9149a437c7d21f682dd7d693985f0,3965,cash,1,1
16c96dd4350d02d1890b8b7fd141da9a,7122,credit_card,1,1
16cb3a72f04e248a1244b076ce0d9bb7,59346,cash_and_credit_card,2,3
16cbf959cfdb88c47ee2a29303547ec2,8857,credit_card,1,1
16cdedbb1542ddfe411a0b979b43aa64,3262,cash,1,1
16cef404b7d23cd7230ead9eed6b8594,12674,credit_card,1,2
16cf9720961cf627fa5911f4e37fc6f9,5439,cash,1,1
16d2d0f24adb9d8c7cc566bbdc85b91e,16784,cash,1,2
16d353779b7e746727313fe0b83a5cb3,30346,credit_card,1,1
16d3e6e8282d9f56a862a812e88ff366,7647,credit_card,1,1
16d3fb690fdff184f6741b04dbbd0741,11895,credit_card,1,2
16d479a0c1dc7afd13f40f670ff94787,7458,credit_card,1,1
16d5fdc844fab7f0554c804c1f10a8aa,4956,cash,1,1
16d8aa6e57efa7fdeec700d10f671bf3,25412,cash,1,1
16d9b91dbb8de7843ced59fe9c4ca61a,34534,credit_card,1,1
16da11712ebb71eea9d451ac99d0bc52,10903,credit_card,1,1
16da87fa74546020a5f0a6827959e160,44813,credit_card,1,3
16dc31df327657954186535144a72e95,4152,cash,1,1
16de740155e4e909578bd90826a632c1,30379,credit_card,1,1
16dfbe3cde151f6953d7fe801622598b,4863,cash,1,1
16e149da07062935e510ddb0f573299b,18273,cash,1,2
16e1e21ae459315114f092dc02743dea,8782,credit_card,1,1
16e21364101f2b6afe62e2f9ac065676,5602,cash,1,1
16e233a1bc2e990959d5d28a9f4dab53,19108,cash,1,2
16e4c23dc1892082c649911189c18f27,19253,cash,1,2
16e59b28d489ea6bc1f2f9a7057740d4,13576,cash,1,1
16e62e9da7d33d61b6f26ccf68bc962c,16439,cash,1,2
16e6906345975bd3b9888970d2f2c7b1,10332,credit_card,1,1
16e6eb900110dfb1f423bfc65820ff87,12621,credit_card,1,2
16ec508e18e1d4949fb54daf2539f7bd,15254,cash,1,2
16ee19fe4df0a090015e2fa16f3bf3e0,36280,credit_card,1,3
16f2b04292cfdf925c7d231f98812249,4372,cash,1,1
16f5d43fc682f80395261d23aad13114,7462,credit_card,1,1
16f5ff14af497212a69fb3b390173e87,10454,credit_card,1,1
16f6cf86122c11b8b1e46d21f4b31f89,3997,cash,1,1
16f6daf2cfb47f8c8525ddbabc5aa5ef,13313,cash,1,1
16f77b7311d2685235f9c8936da1480f,5558,cash,1,1
16f7bcfa3d20c4e61a2ae69c2132d25e,19292,cash,1,2
16f981e32cf73c22679a3b0b76d97223,12126,credit_card,1,2
16fac761b4906243ece450c7a9179329,7986,credit_card,1,1
16fad10675dd44f440ae285b05386fdf,20224,cash,1,2
16fb5223e4fe12fa7d021f3472b20bd6,17023,cash,1,2
16fcb558c864b7eb62bfbf4a55be23d2,8756,credit_card,1,1
16fd7497db9ad42ca340acfda623c1e9,7338,credit_card,1,1
16fd9bbafac5533abf2bd1b5bec61ec4,12937,credit_card,1,2
16febac56c216c1cc40407ff81315a97,4348,cash,1,1
16ff340ba4219b1117ea9ec2ea0a6b47,17560,cash,1,2
1700e1cfac9c6837da3ccdb6c36c77de,71389,cash_and_credit_card,2,3
17035df89fe5138ee57b9c50628f4000,7804,credit_card,1,1
1705468d3470bcd4def52e6e8fa2cd92,27015,credit_card,1,1
1706a936242c6f493108524653bb81a6,11901,credit_card,1,2
170b7a63bf7b5f3d511c138e81f06e54,11511,credit_card,1,2
170bcd63e3232e54611bd455d3fb5ab0,6891,credit_card,1,1
170cdbf7e3806693dce1451299ee4ff7,14078,cash,1,1
170dcd772ea4f51c3a859f9beef5d297,18336,cash,1,2
17110a49ae77577b41dea127fe1df35c,14633,cash,1,1
171165c9f5a878508a44d0d428d50099,51743,cash_and_credit_card,2,3
171398a0cd843c65ac78aee9e05a1f49,11384,credit_card,1,2
171494d5a0a3d21f98268f2aa9314a18,2414,cash,1,1
17154f3e0cb2f2ecf1f80653696ec3eb,32702,credit_card,1,1
171706c3cdc94b7ab32ba08a0c408b21,6837,credit_card,1,1
171723389846b8fbcea1d365e5719cc7,14002,cash,1,1
17191bb9601eff541e70874ec9c19655,26249,credit_card,1,1
171a1f1ee5fb6ee190e46e3a9dbf85c7,9262,credit_card,1,1
171a55934d8bc5775c30ce0537f5e4cb,9207,credit_card,1,1
171a8dc67900a97eead478783172b440,26297,credit_card,1,1
171b2216b2d1b1f42bc9481f06dfaa40,9366,credit_card,1,1
171b95be9dfea0748f5bb8f017882f8f,4804,cash,1,1
171fac25aa2fde5b05b3109d582d04bb,4988,cash,1,1
1721eb90ee8c1fb7d6c2f81e8acd2a22,16723,cash,1,2
17220bb11a8bc3ddfe388dedfe4e4de9,10791,credit_card,1,1
17220c71a949903772f1ed32292ee69f,35568,credit_card,1,3
17229fc3b255deaf774bd892c1673951,3616,cash,1,1
1722c7033df589c35fdf704cd5a8779d,31587,credit_card,1,1
1722fe3b31052dd87d3639c52ba346d0,27223,credit_card,1,1
17241db677e74dd094059c24370fb785,10895,credit_card,1,1
172589c3df7261dca954a6c662c38acc,5118,cash,1,1
1726692d7d3bf55b3bf72214ed9e6f7e,65592,cash_and_credit_card,2,3
1726f2ec844770ea9f94c7a3f2651a8b,5362,cash,1,1
1728325be5eb1de748928d1e52fbdc29,4881,cash,1,1
17290263a090bbef4685f5b23f355104,20793,cash,1,2
17295d6651c53865e020aa846be5ce3f,24850,cash,1,2
1729ff43a8a349e7762f284b50588055,25873,cash,1,1
172c16ad22d7fe8a23ac0873047d8f16,20673,cash,1,2
172ce73720737cdb83fcfeca26ed4d70,33487,credit_card,1,1
172eb17b2fa12d49f274ad27404ad1b9,19093,cash,1,2
172f9fee6f5a8b311968d1c27b336438,15318,cash,1,2
172fa490c511f028f9fb22f36a3b0d83,29824,credit_card,1,1
17313705481d054edde23cd5c42a0819,25154,cash,1,1
1733916305727c04da99e1ceab781c93,10335,credit_card,1,1
17341621682ba3c2b7bc79fd48d22a34,1536,cash,1,1
173426e15a3e72e3bc27ec26ebd8b526,11986,credit_card,1,2
1734ed627ecb469f8a302694d9481eb4,1791,cash,1,1
17364dc616735e314e76f45db18ab1c2,19187,cash,1,2
173668754a1cc381f21b4650331a1049,3810,cash,1,1
17389ecc18ada2b3cc49b0fbc2100079,17852,cash,1,2
173cd9df6006351e8e5151ea0f400bd3,8891,credit_card,1,1
173e03e3afede01446cd36851e3173dc,2867,cash,1,1
173f3e01cc3fc12d3831a3d80a024a90,26818,credit_card,1,1
1742b3c36c990766100378e610fe957e,6741,credit_card,1,1
174a6f88e36eb7f3307cebbc424d032c,8084,credit_card,1,1
174a7e09ba51eac7b816bf33d20dfe21,9481,credit_card,1,1
174b5b1a0a2498b8e2ba177359ff75ce,22487,cash,1,2
174b81b8891c8236be516fb8097f729b,13559,cash,1,1
174e79bb542ecdb5565ec80e1c2d1faf,28637,credit_card,1,1
174ea733f2e5d5f7a5e720311acdf27b,3808,cash,1,1
17510720f670481600a76f4d188d7b5b,8603,credit_card,1,1
1751f4e14a08d5188324c3a04175f76f,4546,cash,1,1
17524778aa49be21fc28936461d0c5ff,11969,credit_card,1,2
17536125bc0b2189e30b5fa945a8773a,8030,credit_card,1,1
17536c16762f9a7287c3bbf5f2262008,26004,credit_card,1,1
1753e585ae25cd90fd3e8adfeaff0feb,10324,credit_card,1,1
1754107f36ce978c21ba0509c7bf0889,23399,cash,1,2
175455df986fe6b05091b1c9506897dd,544,cash,1,1
175825d48ba5a2082a843888ac1b08fb,17732,cash,1,2
17588fcdde2c3aa1d7a184519728364c,2745,cash,1,1
1759a74e11bef0a81720d730ffafdfaf,8476,credit_card,1,1
175d5d1ff76c0ea865a58e125e22743d,26913,credit_card,1,1
175da05fc7ea63b231f7d87ae22b235b,21255,cash,1,2
175e57b0e30236d6cff85c13372a5592,11803,credit_card,1,2
175e7244409a1c34674cdd3407e25808,2920,cash,1,1
175f0e4be32fba394c8d7df818ed8425,28124,credit_card,1,1
175f436110df7b451689d7d969ec64f5,15737,cash,1,2
175f78291b6a5157427421c494d402c9,28436,credit_card,1,1
176047e99b8d67f011ec8cf606497f41,28817,credit_card,1,1
1762d5c6c1f5efce31b1d21339212730,28029,credit_card,1,1
17635bd7488306e5da70e0c945e5fe83,34560,credit_card,1,1
1764739dbac867a8d361a7694d05f69a,18758,cash,1,2
17660939d5287b04a8f9ecb64c178966,3036,cash,1,1
176654c710164dc3eaf312ae5b533767,31598,credit_card,1,1
176955bde3aeef44537dbc94dd232986,13925,cash,1,1
1770c4ca61c42f3ee7a4ed66d626bd67,9042,credit_card,1,1
1771533c98cbd8fe683df971648dc2cf,5980,cash,1,1
17716d2598d1d7f7ed16fa9f05ab2f61,14756,cash,1,1
177232fa960427ae2a14f6b52a5473b1,17654,cash,1,2
17741d347806fbe91c72a69918b484ca,42662,credit_card,1,3
177536550949ab384987dfa5e898b1cc,5682,cash,1,1
17762ff601f1e45ce03106e45acc1ea0,23864,cash,1,2
17763f2297211e949e3925cfb2d30cdb,18867,cash,1,2
1776f9cc0f976e7aa0e8372a5325c41a,15539,cash,1,2
1777f6d0dafb34a24cffac1c7ad5d618,7040,credit_card,1,1
1778680c0dd08f2bcd27642d236a91f0,23889,cash,1,2
1779a7a77ac96ef5beebc0e30b9243cb,10140,credit_card,1,1
177a359958777d9b5cebb4257016c35c,2384,cash,1,1
177eb8fe1abffb7ffb6fb1d470077469,9793,credit_card,1,1
177f8b6f0cfd6ef224d0caf1e59d89bd,18710,cash,1,2
1780bf20851f38ed7aae08ee09438f6a,18119,cash,1,2
17819d04603c3b79c2865e8a4d24a7ab,9766,credit_card,1,1
1782119bc21f8f920e4557c56091a68a,4340,cash,1,1
1782847cd777a73e73b847dc72144d19,16734,cash,1,2
17836bd884d9f15719248827c625e977,7015,credit_card,1,1
17857d838bdb0e75ae6d0c02dd488ade,9118,credit_card,1,1
178660fc6914ba83609b807efe89f984,16836,cash,1,2
1788d3cfde665564a327c52dd1bcb7c3,11495,credit_card,1,2
1789de6268270fe6cffeb6071ee2a771,15010,cash,1,2
178a419a329f2b4bf50a68f7357f8fce,9631,credit_card,1,1
178b158907db264674bbb552dd781169,19983,cash,1,2
178b47270e98b91b6d34278d77b27bb3,6652,credit_card,1,1
178ca782e5105b917275138274960c52,43691,credit_card,1,3
178dc9ffc66f1968787b253a9318cc29,18292,cash,1,2
178e15ed751c7d56dfba347c28d50b06,24093,cash,1,2
178f859d222729f650b08c3c8417f9bb,14765,cash,1,1
179011db06442b083d30248ffd5a4861,9789,credit_card,1,1
17903614dfca588bfc80bd00f94dd8d2,31425,credit_card,1,1
1790c6f253dae58fa859ae0c94bbffad,4777,cash,1,1
179394da67149ef0dec1368b27e3b2e0,6203,credit_card,1,1
1797ee9d6bb9bd0edfc40d6dc7320c8e,7383,credit_card,1,1
179888b7cca14fd041f122d95a9c3e26,4850,cash,1,1
17992e21d004bd228a019461b341dbad,58620,cash_and_credit_card,2,3
17999150a37e709ef58ae49a064400fa,11446,credit_card,1,2
1799b503cd7c2cbd801e75dd72fe3069,16067,cash,1,2
179a901d5de12162c773a0def32eda2f,5301,cash,1,1
179b63fcfafb80e064370a2ce74c81f7,24238,cash,1,2
179b8db66f5362945c237b68bc358a77,38675,credit_card,1,3
179de2e682fa3219ba41a728047be96d,4547,cash,1,1
17a020262f659ee7b1103f36824ee2f6,12106,credit_card,1,2
17a1763cc4982f5c4ef732af7c6e683c,5314,cash,1,1
17a26e220cbf382a115a06e6ca2d227d,6628,credit_card,1,1
17a3d477ebcd2f70cf12135d4e07fb17,11397,credit_card,1,2
17a5005ce09865784a18052d65e9e050,3072,cash,1,1
17a7658b3921d1511dd996bd92f02e27,3651,cash,1,1
17a7c61884c9f0021e21a4f8fb2724e7,4665,cash,1,1
17a9b6c2934cd7dbb1d08626843da4c4,5518,cash,1,1
17aad90f86c9f274f38e50e3cd4632d2,21772,cash,1,2
17ab3523ccdc39226b04bbdd9bbceaad,9524,credit_card,1,1
17ae981255b9bbb1d37590db2402ab87,23498,cash,1,2
17ae98e755b32ae8ec73470952de4de2,20349,cash,1,2
17af00a7d6a2c7f01a870122f1b2c92b,19796,cash,1,2
17af4418ba1023eaf47d0b84ad656c42,13247,cash,1,1
17b129bc47ae24191ca5670deaa170f5,23510,cash,1,2
17b13ec883d7ff8ef2c2882644854aa5,7006,credit_card,1,1
17b18aa0bfdcebddefdf2d7da5718181,10934,credit_card,1,1
17b33c457230992a193f0e7179fbf104,18836,cash,1,2
17b374e5c126d99970336dd8a72bcb91,9568,credit_card,1,1
17b3a4d85ba0793bf46aa81893c3f95b,6570,credit_card,1,1
17b3a989f0a87769c633d0ed07ad1319,5201,cash,1,1
17b46a3118a454c177670b24a615932e,11481,credit_card,1,2
17b64a39e956f1ff14d42a2f76a37305,18998,cash,1,2
17b7c2f3241fc2ef8e7f7a3b916993e3,4772,cash,1,1
17b8a04ba7a415fb05b7f8cf67b27255,13170,cash,1,1
17b8e90e60f4d19615b77562e40de425,13955,cash,1,1
17bac873da4c588c3111d7399f91673e,9022,credit_card,1,1
17bb28a9cd402cfee5ff64208ba89ade,23248,cash,1,2
17be127e33c5c47d99de1dd43f35c951,47509,cash_and_credit_card,2,3
17be7ed9263bf0ea1f2e8ad91f699dac,8498,credit_card,1,1
17be921f29e949506e88b6b6cda89f64,11952,credit_card,1,2
17c059796a89b5b4c53113de933500c1,24313,cash,1,2
17c1ae37e6e096d8059b53c96a21ea9d,12629,credit_card,1,2
17c2ee64306efa76f1389315a974eeba,8873,credit_card,1,1
17c70949f9ee364f767f1f54395597c9,11165,credit_card,1,2
17c724b30cf8da2052338addfe28fefe,2562,cash,1,1
17c765461652f9154943bd66875b0686,15230,cash,1,2
17c7d18b95217b2fbbc15a88ef4f564f,12555,credit_card,1,2
17c80e00cb0e561fc779745fae6dc4e9,15026,cash,1,2
17c9fc03d3e268df0aa30810b0e74e9f,45145,cash_and_credit_card,2,3
17ca1148eb4467f56f9670a6e5096239,21951,cash,1,2
17cb23af289c0b034d217eafe2b2e1df,19667,cash,1,2
17cc50afa3f8797f14bf500a65230845,6339,credit_card,1,1
17ccd767f82739a919e20ae38fb692d8,11905,credit_card,1,2
17cdd5bdc8a431a301cfc6915f8e8a27,1325,cash,1,1
17d1c72c26f43dbcb91705626271e2f0,16000,cash,1,2
17d22657f0987dcb5df8abd4fa057f8c,11603,credit_card,1,2
17d3fed0f8f1fadf86cee573104d590a,4733,cash,1,1
17dbae84c2ba2203d7ba788c85e75b45,15262,cash,1,2
17dc275426dc4430d983cdd5280e9414,18375,cash,1,2
17dd29c2a9196baed66fc07147b4d819,5219,cash,1,1
17de20f7c434b4c8c3a089b5bd72101d,19606,cash,1,2
17e1cb74d21a646b636519ba673acaa1,10086,credit_card,1,1
17e20d649f47e02e332aed60d2937038,18138,cash,1,2
17e22ae34edbd170fcd2efe9e44f95bd,13397,cash,1,1
17e3bdfb40f275e758587eb0df1e7516,25753,cash,1,1
17e3d1534284361efd337a39b62cce8d,43375,credit_card,1,3
17e474ff1065f1a6ae77b42169d8c451,4145,cash,1,1
17e74a3ed820df41b9bcfe9aeb73aef4,14118,cash,1,1
17e8356af05cf890ac4604347b3c17a6,23175,cash,1,2
17e8b55480433d174982a3eea0454a8b,18564,cash,1,2
17eac0100357cfc8fb5d6433a847c8ea,10239,credit_card,1,1
17eba629ec542978d1ea929d473d4f19,11880,credit_card,1,2
17ece7ee59d823d55795a356168275e4,19521,cash,1,2
17ed0f7caba8fd5b357549ea4161fc38,10697,credit_card,1,1
17ed1321e070162865d53d1cbb1f08bd,9812,credit_card,1,1
17eea1bb78f458449eacc5933303cbf8,30804,credit_card,1,1
17eef98a45132ca576588788ed401b96,17924,cash,1,2
17efabe89f1697d9968991b0bd44edab,3611,cash,1,1
17f027e58cb5cfb188bac60e3abc5cfe,10443,credit_card,1,1
17f11cd471c4f712a82d85c589119638,12762,credit_card,1,2
17f1909bbd1c04e12d122bfb43ea383d,18982,cash,1,2
17f1a38cf243632b938f18aa6b80928a,9672,credit_card,1,1
17f1e34933ddc8813aac392cf52fc5ba,9420,credit_card,1,1
17f6b36b21f52d18d86ad4b667495d03,41645,credit_card,1,3
17f7971d77f3b781ed3a2846c5d41946,11766,credit_card,1,2
17fa7da2f2250f22adb5ca2578972618,12309,credit_card,1,2
17fa9c64619b1cf287c13c5249dd6b0c,5737,cash,1,1
17fbfab064eabf65283e3987776af914,10069,credit_card,1,1
17fcc69aad66a8975f5e3e7c4e5928ec,19570,cash,1,2
17fd242bc5402e221bb59a6efec0f397,17753,cash,1,2
17fe101451195e941a90b55aa9cf2e48,6923,credit_card,1,1
17ffb15bafcef073360c63f37fced606,24976,cash,1,2
1800047130a05e584deadf5893a3c74b,26169,credit_card,1,1
1800f4a4362310d7eb38281634f6dfd1,9526,credit_card,1,1
1801452e1cca8ab335fa5730426ebe75,12638,credit_card,1,2
1801ac1e33ecd0aaf015d7b7c0e70204,28111,credit_card,1,1
1801c6babedcb89ced12ae5f6352f787,17633,cash,1,2
18039c75b688e58760cca5b168b3b240,12283,credit_card,1,2
18050dfa4c5ef22446a2068184b7365b,19211,cash,1,2
1807cc736321f14baa58ef39cf6e5989,51537,cash_and_credit_card,2,3
1809078b655469f11b429102fb296998,8531,credit_card,1,1
180956bcbdf2ff42e547ec8dec11ed1f,25070,cash,1,1
180b4ae191a63f7b4b84273c98470fef,4416,cash,1,1
180c04aeebcb390784f7d9c08dbd159d,23669,cash,1,2
180fb4e6556687774c55bc255a5f7d8a,25404,cash,1,1
1810618b56a9acf3df4d8a4945bd909e,2450,cash,1,1
18106b93c4a03b618998d249d2249433,10972,credit_card,1,1
1810b37b35111f0cf8e99dc2e0bed67b,10549,credit_card,1,1
1811959f3ced8abc0645c21285a5a4d5,10669,credit_card,1,1
1816598bbdabc09eaf2174d9e02e0606,12850,credit_card,1,2
1816604dbb7f5d2f152dec74b3379aa2,12444,credit_card,1,2
18167ddaf5805d7289af17daa51f35a3,6318,credit_card,1,1
181728774174bd10684323a6cd0759b1,24919,cash,1,2
181777e7d3379b0f81d408dfa33487f1,11667,credit_card,1,2
18193d834e0d2e9787375ad24d4e2b33,9727,credit_card,1,1
181a57ecc4c8bfa112c048f609e257bf,28740,credit_card,1,1
181a9d0dbee29b580a407cf2ccd80570,27800,credit_card,1,1
182249661a8adda147e800e137d02999,8311,credit_card,1,1
18226871b4bd351a6beee8c8310748e2,8495,credit_card,1,1
1823483895a111ad1b46e1c7e3cb7c81,42962,credit_card,1,3
182375a4972a94784db73b010b9b9178,3769,cash,1,1
1824231549dc0859a6ce9f7b7ada733a,48384,cash_and_credit_card,2,3
182499c96e47e2fa18c6d442a1fa6b1f,30523,credit_card,1,1
1824eec8dca4bdc04b3bb13cb7451e0a,13429,cash,1,1
1824f26e1fdcf75b43c6849e90f2c3b8,7683,credit_card,1,1
18259631aab7299bf25f83f5eac4c8d1,18779,cash,1,2
18259cce830d6f0f67331bafa6cbe93d,7828,credit_card,1,1
1825a3f130b2692290f29b53f5dd1c66,13682,cash,1,1
182603ac5f9e38b3108c8800a46406fc,13545,cash,1,1
1826d3b62380835469288dcc78f382ca,61427,cash_and_credit_card,2,3
1827ee8015c4edd94bbfef221a3a27f5,10228,credit_card,1,1
182b04723eb5306a7d96bdec43fbd51e,24879,cash,1,2
182be8798e939d0be032d7a197432113,9598,credit_card,1,1
182c7c260aa89ec58595803372f60d1a,1979,cash,1,1
182da967fecc5ce77f31cbdf8c33f95b,16425,cash,1,2
182e6edb8cb190cada2690d7c7d78e76,10903,credit_card,1,1
182fa9505d1a70df89f74950a4e9369c,11884,credit_card,1,2
182fb1824c0cd548ce120c6108630e37,14415,cash,1,1
1831a71825a5c61b74815e606e7db61e,27077,credit_card,1,1
18323bf515bec81ec824b51f618d2429,13136,cash,1,1
1832e58eef1866c5fbd21e7e927cb8cc,5979,cash,1,1
1836232055a6243d56ca67b74cb77aea,50200,cash_and_credit_card,2,3
1836449b27f6394061739f38bad607e8,20690,cash,1,2
18365e069e7aa176d76d25df0a233e6a,12644,credit_card,1,2
183672206ac52b475b8446069f70e2f1,38118,credit_card,1,3
1836d4c5e6632d43138fd0b963d2868a,29186,credit_card,1,1
18378468bb910957d971170b04dcab36,3983,cash,1,1
183832097fa8f0a9172d4514fdfca42c,47023,cash_and_credit_card,2,3
183a7d0aaaf6b16afaa897a44424494b,3643,cash,1,1
183c26d5b5da5d721efce979e918d1ff,7626,credit_card,1,1
183e4a13a7a22a57bfd471656ec573b9,27593,credit_card,1,1
1840aa65dea7f5258483a49b4558417d,11626,credit_card,1,2
1840fa1d0c7c4591e8471896f49ea857,11792,credit_card,1,2
1844430a4130a112771839a244829457,9963,credit_card,1,1
184470638d1eed17dd8215b62c63221d,17922,cash,1,2
18448ffe871a865ac41ace28ce8e5079,14603,cash,1,1
1844e712df65f8b8d0c1d26efabda561,12397,credit_card,1,2
1844fd8d65bd9bd25e11e301dd99dc4a,3420,cash,1,1
184603c2b2f23fd8585d48649c714ba2,35996,credit_card,1,3
18479ed06f428cd8d50702b4decdae1b,6201,credit_card,1,1
18498dfc9ebdeca5bcf52d70409adb15,4844,cash,1,1
184c74e2eb22414e43a9a3164b1f4573,34045,credit_card,1,1
184cc3e09f63ccf3f0de8067b3badfb3,11601,credit_card,1,2
184d0d273e35638268d90ed9d912ee8c,20158,cash,1,2
184ec7818067e1f9dabd3bc13e09b215,13282,cash,1,1
184ed2b4ce624742505cd97fec5e9ea3,12651,credit_card,1,2
184f17bb701af22b8e00f5830af704dc,7626,credit_card,1,1
184f70b8fee18cd0046c3683f9ab3a06,8811,credit_card,1,1
1850ddbff1901eb4798e620006229131,18951,cash,1,2
185115c917a05bf72dd42a9c369f207f,10550,credit_card,1,1
1852019948d9a47a6c035457a6f71410,14609,cash,1,1
185248b3660c8b12960b1b45f81758a6,14770,cash,1,1
1853610c46a77ba436f5e06e16ec8302,9921,credit_card,1,1
1854a6f99182e2eb617259d3336b7e70,13690,cash,1,1
1854fd6df68c9fb96e79379e229929dc,45616,cash_and_credit_card,2,3
18559e87fe804301f0a0571a740d3611,10143,credit_card,1,1
1857ec1a182661136fe7584592437d51,55336,cash_and_credit_card,2,3
1857f0409d8180beab0cbec5cd97478f,2223,cash,1,1
185a5466833e375703fe6e5e7fa3a6bd,8470,credit_card,1,1
185b9908e599d49428dc7b8238c8076a,4867,cash,1,1
185bb8598892fb8715f771ea136623d1,21791,cash,1,2
185e7ea81e4cf0fc1d2f4e8e38e8e7e3,38388,credit_card,1,3
185e9cacef8c11db7ae713ba0ac68895,12705,credit_card,1,2
185f3c88eb92d5b40f579ab414bcad89,11299,credit_card,1,2
185ff6b80b6fa8165bfb804f4f3b186e,19737,cash,1,2
1860bb27ce7233f70443a1abacfca7a4,13670,cash,1,1
186479344a69b9f7b3135a60364d4243,24830,cash,1,2
1864e41539736858aa1100d27cf3f34c,15242,cash,1,2
186517d0eb6786c1a45e1af8ac30cd28,34822,credit_card,1,1
18655e8acc771fadb130bf3048a5589e,1549,cash,1,1
1869017c844a8734ceb468c7da13a88e,9845,credit_card,1,1
186a0845cd1b679057c8b0ea86931e2f,6804,credit_card,1,1
186b94634429b12c00204e57cfaf60ca,20710,cash,1,2
186c43c492d0813457a0da8ee78ef748,6169,credit_card,1,1
186d50e82bb60fc547f3dbf7aa6f6f8a,11844,credit_card,1,2
186e57039f508947e4bdc91cf933b1bf,44854,credit_card,1,3
186e84bd74bc46e35d08618b33f828f1,4174,cash,1,1
186f1bcd133540f30b81866e159ea4c1,6964,credit_card,1,1
186f651321d21b2a793c4cd866b7b62b,19956,cash,1,2
186fc1aa898961515ca374b0a320f6e8,10419,credit_card,1,1
187014511c3530fd1ee56733d975f14a,100352,credit_card,1,3
1870435c92e656773aba0cb7b5a49b26,8549,credit_card,1,1
18709a2aef5a66689133dba02a13e5eb,23477,cash,1,2
18709eaac22345a27e1027cd4900b554,19326,cash,1,2
18744489f4f9774fa36be74698e7bc8f,11373,credit_card,1,2
18764fc087692375474d650fd8eda879,16766,cash,1,2
187866e696f75b2a1383f04953c53cd6,14647,cash,1,1
187a17302afec3ad360e610e19e455cc,18226,cash,1,2
187d43c69480f7f8d6fa58d4aacea5ee,14454,cash,1,1
187f46dc8413d66bb854de95b004d9b3,10329,credit_card,1,1
18837d7b525922b9023193325e574a6c,18364,cash,1,2
